,OBJECTID,Join_Count,TARGET_FID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x,y,Median Income,Min Distance,AOI,Average Income
120,121,1,121,1409,-97.713597,30.29482,,100,100,0,,100,19-07-2023 13:02,314.9 secs,,0,0,8,0,9,0,0,0,0,12,50,0,3,18,,,,,,,,,,,,,,,,,,,,,1409,-97.713597,30.29482,,100,100,0,,100,19-07-2023 13:02,314.9 secs,,0,0,8,0,9,0,0,0,0,12,50,0,3,18,,,,,,,,,,,,,,,,,,,,,-97.713597,30.29482,64131,264.5914044,14,108120.9189
121,122,1,122,1410,-97.713597,30.299316,,100,100,0,,100,19-07-2023 13:06,245.4 secs,,0,0,3,0,5,0,0,0,0,8,69,0,0,15,,,,,,,,,,,,,,,,,,,,,1410,-97.713597,30.299316,,100,100,0,,100,19-07-2023 13:06,245.4 secs,,0,0,3,0,5,0,0,0,0,8,69,0,0,15,,,,,,,,,,,,,,,,,,,,,-97.713597,30.299316,64131,271.9028697,14,108120.9189
122,123,1,123,1411,-97.713597,30.303813,,100,100,0,,100,19-07-2023 13:10,238.7 secs,,0,0,3,0,49,0,0,0,1,3,27,0,0,17,,,,,,,,,,,,,,,,,,,,,1411,-97.713597,30.303813,,100,100,0,,100,19-07-2023 13:10,238.7 secs,,0,0,3,0,49,0,0,0,1,3,27,0,0,17,,,,,,,,,,,,,,,,,,,,,-97.713597,30.303813,64131,758.1927393,14,108120.9189
123,124,1,124,1412,-97.713597,30.308309,,100,100,0,,98,19-07-2023 16:05,19.9 secs,,0,0,10,0,14,0,0,0,0,12,35,0,1,28,,,,,,,,,,,,,,,,,,,,,1412,-97.713597,30.308309,,100,100,0,,98,19-07-2023 16:05,19.9 secs,,0,0,10,0,14,0,0,0,0,12,35,0,1,28,,,,,,,,,,,,,,,,,,,,,-97.713597,30.308309,64131,1254.018354,14,108120.9189
124,125,1,125,1413,-97.70839,30.285826,,100,100,0,,100,19-07-2023 13:22,354.1 secs,,0,0,2,0,24,0,0,0,0,1,54,0,1,18,,,,,,,,,,,,,,,,,,,,,1413,-97.70839,30.285826,,100,100,0,,100,19-07-2023 13:22,354.1 secs,,0,0,2,0,24,0,0,0,0,1,54,0,1,18,,,,,,,,,,,,,,,,,,,,,-97.70839,30.285826,64131,1305.645811,14,108120.9189
125,126,1,126,1414,-97.70839,30.290323,,100,100,0,,100,19-07-2023 13:27,304.7 secs,,0,0,8,0,12,0,0,0,0,14,40,0,1,25,,,,,,,,,,,,,,,,,,,,,1414,-97.70839,30.290323,,100,100,0,,100,19-07-2023 13:27,304.7 secs,,0,0,8,0,12,0,0,0,0,14,40,0,1,25,,,,,,,,,,,,,,,,,,,,,-97.70839,30.290323,64131,845.3236427,14,108120.9189
126,127,1,127,1415,-97.70839,30.29482,,100,100,0,,100,19-07-2023 13:30,190.4 secs,,0,0,51,0,20,0,0,0,6,0,15,0,0,8,,,,,,,,,,,,,,,,,,,,,1415,-97.70839,30.29482,,100,100,0,,100,19-07-2023 13:30,190.4 secs,,0,0,51,0,20,0,0,0,6,0,15,0,0,8,,,,,,,,,,,,,,,,,,,,,-97.70839,30.29482,64131,470.625094,14,108120.9189
127,128,1,128,1416,-97.70839,30.299316,,100,100,0,,100,19-07-2023 13:33,190.2 secs,,0,0,1,0,1,0,0,0,0,71,12,0,0,15,,,,,,,,,,,,,,,,,,,,,1416,-97.70839,30.299316,,100,100,0,,100,19-07-2023 13:33,190.2 secs,,0,0,1,0,1,0,0,0,0,71,12,0,0,15,,,,,,,,,,,,,,,,,,,,,-97.70839,30.299316,64131,474.7669198,14,108120.9189
128,129,1,129,1417,-97.70839,30.303813,,100,100,0,,100,19-07-2023 13:39,322.4 secs,,0,0,29,0,15,0,0,0,11,10,18,0,3,14,,,,,,,,,,,,,,,,,,,,,1417,-97.70839,30.303813,,100,100,0,,100,19-07-2023 13:39,322.4 secs,,0,0,29,0,15,0,0,0,11,10,18,0,3,14,,,,,,,,,,,,,,,,,,,,,-97.70839,30.303813,64131,852.2451379,14,108120.9189
129,130,1,130,1418,-97.70839,30.308309,,100,100,0,,100,19-07-2023 13:43,273.4 secs,,0,0,5,0,56,0,0,0,0,1,24,0,0,14,,,,,,,,,,,,,,,,,,,,,1418,-97.70839,30.308309,,100,100,0,,100,19-07-2023 13:43,273.4 secs,,0,0,5,0,56,0,0,0,0,1,24,0,0,14,,,,,,,,,,,,,,,,,,,,,-97.70839,30.308309,64131,1313.019675,14,108120.9189
130,131,1,131,1419,-97.703183,30.285826,,100,100,0,,100,19-07-2023 13:47,222.3 secs,,0,0,3,0,29,0,0,0,1,24,23,0,1,19,,,,,,,,,,,,,,,,,,,,,1419,-97.703183,30.285826,,100,100,0,,100,19-07-2023 13:47,222.3 secs,,0,0,3,0,29,0,0,0,1,24,23,0,1,19,,,,,,,,,,,,,,,,,,,,,-97.703183,30.285826,64131,1535.599271,14,108120.9189
131,132,1,132,1420,-97.703183,30.290323,,100,100,0,,100,19-07-2023 13:50,173.5 secs,,0,0,1,0,18,0,0,0,0,60,8,0,1,12,,,,,,,,,,,,,,,,,,,,,1420,-97.703183,30.290323,,100,100,0,,100,19-07-2023 13:50,173.5 secs,,0,0,1,0,18,0,0,0,0,60,8,0,1,12,,,,,,,,,,,,,,,,,,,,,-97.703183,30.290323,64131,1169.57103,14,108120.9189
132,133,1,133,1421,-97.703183,30.29482,,100,100,0,,100,19-07-2023 13:52,143.7 secs,,0,0,0,0,14,0,0,0,0,58,15,0,1,12,,,,,,,,,,,,,,,,,,,,,1421,-97.703183,30.29482,,100,100,0,,100,19-07-2023 13:52,143.7 secs,,0,0,0,0,14,0,0,0,0,58,15,0,1,12,,,,,,,,,,,,,,,,,,,,,-97.703183,30.29482,64131,935.2980843,14,108120.9189
133,134,1,134,1422,-97.703183,30.299316,,100,100,0,,100,19-07-2023 13:55,140.8 secs,,0,0,38,0,10,0,0,0,38,3,0,0,0,11,,,,,,,,,,,,,,,,,,,,,1422,-97.703183,30.299316,,100,100,0,,100,19-07-2023 13:55,140.8 secs,,0,0,38,0,10,0,0,0,38,3,0,0,0,11,,,,,,,,,,,,,,,,,,,,,-97.703183,30.299316,64131,937.3731131,14,108120.9189
134,135,1,135,1423,-97.703183,30.303813,,100,100,0,,100,19-07-2023 13:59,227.0 secs,,0,0,38,0,24,0,0,0,7,17,7,0,1,6,,,,,,,,,,,,,,,,,,,,,1423,-97.703183,30.303813,,100,100,0,,100,19-07-2023 13:59,227.0 secs,,0,0,38,0,24,0,0,0,7,17,7,0,1,6,,,,,,,,,,,,,,,,,,,,,-97.703183,30.303813,64131,1174.545311,14,108120.9189
135,136,1,136,1424,-97.703183,30.308309,,100,100,0,,100,19-07-2023 14:04,320.7 secs,,0,4,36,0,1,0,0,0,0,4,39,0,2,14,,,,,,,,,,,,,,,,,,,,,1424,-97.703183,30.308309,,100,100,0,,100,19-07-2023 14:04,320.7 secs,,0,4,36,0,1,0,0,0,0,4,39,0,2,14,,,,,,,,,,,,,,,,,,,,,-97.703183,30.308309,48731,954.0858273,14,108120.9189
136,137,1,137,1425,-97.697975,30.285826,,100,100,0,,96,19-07-2023 16:18,741.5 secs,,0,0,12,0,4,0,0,0,1,21,34,0,0,28,,,,,,,,,,,,,,,,,,,,,1425,-97.697975,30.285826,,100,100,0,,96,19-07-2023 16:18,741.5 secs,,0,0,12,0,4,0,0,0,1,21,34,0,0,28,,,,,,,,,,,,,,,,,,,,,-97.697975,30.285826,300000,1818.462066,14,108120.9189
137,138,1,138,1426,-97.697975,30.290323,,100,100,0,,100,19-07-2023 16:21,156.3 secs,,0,0,23,0,18,0,0,0,2,38,6,0,0,13,,,,,,,,,,,,,,,,,,,,,1426,-97.697975,30.290323,,100,100,0,,100,19-07-2023 16:21,156.3 secs,,0,0,23,0,18,0,0,0,2,38,6,0,0,13,,,,,,,,,,,,,,,,,,,,,-97.697975,30.290323,300000,1570.586826,14,108120.9189
138,139,1,139,1427,-97.697975,30.29482,,100,100,0,,100,19-07-2023 16:22,99.8 secs,,0,0,5,0,39,0,0,0,1,54,0,0,0,1,,,,,,,,,,,,,,,,,,,,,1427,-97.697975,30.29482,,100,100,0,,100,19-07-2023 16:22,99.8 secs,,0,0,5,0,39,0,0,0,1,54,0,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.697975,30.29482,64131,1424.837614,14,108120.9189
139,140,1,140,1428,-97.697975,30.299316,,100,100,0,,90,19-07-2023 16:25,7.8 secs,,0,0,17,0,19,0,0,0,22,33,0,0,0,9,,,,,,,,,,,,,,,,,,,,,1428,-97.697975,30.299316,,100,100,0,,90,19-07-2023 16:25,7.8 secs,,0,0,17,0,19,0,0,0,22,33,0,0,0,9,,,,,,,,,,,,,,,,,,,,,-97.697975,30.299316,64131,1426.182094,14,108120.9189
140,141,1,141,1429,-97.697975,30.303813,,100,100,0,,100,19-07-2023 16:29,208.3 secs,,0,0,34,0,12,0,0,0,0,0,42,0,3,9,,,,,,,,,,,,,,,,,,,,,1429,-97.697975,30.303813,,100,100,0,,100,19-07-2023 16:29,208.3 secs,,0,0,34,0,12,0,0,0,0,0,42,0,3,9,,,,,,,,,,,,,,,,,,,,,-97.697975,30.303813,48731,1217.370902,14,108120.9189
141,142,1,142,1430,-97.697975,30.308309,,100,100,0,,100,19-07-2023 16:34,300.7 secs,,0,0,5,0,14,0,0,0,1,20,35,0,1,24,,,,,,,,,,,,,,,,,,,,,1430,-97.697975,30.308309,,100,100,0,,100,19-07-2023 16:34,300.7 secs,,0,0,5,0,14,0,0,0,1,20,35,0,1,24,,,,,,,,,,,,,,,,,,,,,-97.697975,30.308309,48731,724.122371,14,108120.9189
142,143,1,143,1431,-97.692768,30.285826,,100,100,0,,100,19-07-2023 16:37,169.8 secs,,0,0,66,0,4,0,0,0,0,0,18,0,0,12,,,,,,,,,,,,,,,,,,,,,1431,-97.692768,30.285826,,100,100,0,,100,19-07-2023 16:37,169.8 secs,,0,0,66,0,4,0,0,0,0,0,18,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.692768,30.285826,300000,1449.389902,14,108120.9189
143,144,1,144,1432,-97.692768,30.290323,,100,100,0,,96,19-07-2023 16:39,130.7 secs,,0,0,63,0,0,0,37,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1432,-97.692768,30.290323,,100,100,0,,96,19-07-2023 16:39,130.7 secs,,0,0,63,0,0,0,37,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.692768,30.290323,300000,1122.820019,14,108120.9189
144,145,1,145,1433,-97.692768,30.29482,,100,100,0,,100,19-07-2023 16:40,65.9 secs,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1433,-97.692768,30.29482,,100,100,0,,100,19-07-2023 16:40,65.9 secs,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.692768,30.29482,300000,958.0049296,14,108120.9189
145,146,1,146,1434,-97.692768,30.299316,,100,100,0,,100,19-07-2023 16:45,294.0 secs,,0,0,7,0,49,0,0,0,10,4,18,0,1,11,,,,,,,,,,,,,,,,,,,,,1434,-97.692768,30.299316,,100,100,0,,100,19-07-2023 16:45,294.0 secs,,0,0,7,0,49,0,0,0,10,4,18,0,1,11,,,,,,,,,,,,,,,,,,,,,-97.692768,30.299316,300000,1035.272206,14,108120.9189
146,147,1,147,1435,-97.692768,30.303813,,100,100,0,,100,19-07-2023 16:50,293.6 secs,,0,0,16,0,9,0,1,0,1,21,34,0,0,18,,,,,,,,,,,,,,,,,,,,,1435,-97.692768,30.303813,,100,100,0,,100,19-07-2023 16:50,293.6 secs,,0,0,16,0,9,0,1,0,1,21,34,0,0,18,,,,,,,,,,,,,,,,,,,,,-97.692768,30.303813,48731,1264.060631,14,108120.9189
147,148,1,148,1436,-97.692768,30.308309,,100,100,0,,100,19-07-2023 16:54,263.8 secs,,0,0,11,0,7,0,2,0,0,24,40,0,0,16,,,,,,,,,,,,,,,,,,,,,1436,-97.692768,30.308309,,100,100,0,,100,19-07-2023 16:54,263.8 secs,,0,0,11,0,7,0,2,0,0,24,40,0,0,16,,,,,,,,,,,,,,,,,,,,,-97.692768,30.308309,48731,800.1282944,14,108120.9189
148,149,1,149,2200,-97.763048,30.512953,,100,100,0,,95,13-07-2023 18:54,19.8 secs,,0,0,0,0,0,0,0,0,98,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,2200,-97.763048,30.512953,,100,100,0,,95,13-07-2023 18:54,19.8 secs,,0,0,0,0,0,0,0,0,98,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.763048,30.512953,117987,2788.262723,22,80046.85135
149,150,1,150,2201,-97.776095,30.501711,,100,100,0,,90,13-07-2023 18:49,79390.4 secs,,0,0,24,0,0,0,0,0,0,0,1,0,72,3,,,,,,,,,,,,,,,,,,,,,2201,-97.776095,30.501711,,100,100,0,,90,13-07-2023 18:49,79390.4 secs,,0,0,24,0,0,0,0,0,0,0,1,0,72,3,,,,,,,,,,,,,,,,,,,,,-97.776095,30.501711,61777,1472.165767,22,80046.85135
150,151,1,151,2202,-97.776095,30.506208,,100,100,0,,96,13-07-2023 18:54,276.6 secs,,0,0,18,0,40,0,0,0,2,0,25,0,0,15,,,,,,,,,,,,,,,,,,,,,2202,-97.776095,30.506208,,100,100,0,,96,13-07-2023 18:54,276.6 secs,,0,0,18,0,40,0,0,0,2,0,25,0,0,15,,,,,,,,,,,,,,,,,,,,,-97.776095,30.506208,61777,1958.5811,22,80046.85135
151,152,1,152,2203,-97.776095,30.510704,,100,100,0,,90,13-07-2023 20:13,70.4 secs,,0,0,0,0,0,0,0,0,0,0,48,0,42,10,,,,,,,,,,,,,,,,,,,,,2203,-97.776095,30.510704,,100,100,0,,90,13-07-2023 20:13,70.4 secs,,0,0,0,0,0,0,0,0,0,0,48,0,42,10,,,,,,,,,,,,,,,,,,,,,-97.776095,30.510704,61777,2449.767436,22,80046.85135
152,153,1,153,2204,-97.776095,30.515201,,100,100,0,,93,13-07-2023 20:14,65.0 secs,,0,0,14,0,1,0,1,0,0,6,21,0,49,8,,,,,,,,,,,,,,,,,,,,,2204,-97.776095,30.515201,,100,100,0,,93,13-07-2023 20:14,65.0 secs,,0,0,14,0,1,0,1,0,0,6,21,0,49,8,,,,,,,,,,,,,,,,,,,,,-97.776095,30.515201,61777,2943.500975,22,80046.85135
153,154,1,154,2205,-97.776095,30.519697,,100,100,0,,96,13-07-2023 19:19,238.2 secs,,0,0,20,0,7,0,0,0,0,12,50,1,0,10,,,,,,,,,,,,,,,,,,,,,2205,-97.776095,30.519697,,100,100,0,,96,13-07-2023 19:19,238.2 secs,,0,0,20,0,7,0,0,0,0,12,50,1,0,10,,,,,,,,,,,,,,,,,,,,,-97.776095,30.519697,61777,3438.512642,22,80046.85135
154,155,1,155,2206,-97.776095,30.524194,,100,100,0,,94,13-07-2023 20:19,261.7 secs,,0,0,2,0,5,0,0,0,0,1,37,0,44,11,,,,,,,,,,,,,,,,,,,,,2206,-97.776095,30.524194,,100,100,0,,94,13-07-2023 20:19,261.7 secs,,0,0,2,0,5,0,0,0,0,1,37,0,44,11,,,,,,,,,,,,,,,,,,,,,-97.776095,30.524194,61777,3934.498752,22,80046.85135
155,156,1,156,2207,-97.770876,30.501711,,100,100,0,,95,13-07-2023 19:39,342.3 secs,,0,0,5,0,12,0,0,0,0,21,38,0,0,24,,,,,,,,,,,,,,,,,,,,,2207,-97.770876,30.501711,,100,100,0,,95,13-07-2023 19:39,342.3 secs,,0,0,5,0,12,0,0,0,0,21,38,0,0,24,,,,,,,,,,,,,,,,,,,,,-97.770876,30.501711,61777,1670.662973,22,80046.85135
156,157,1,157,2208,-97.770876,30.506208,,100,100,0,,100,13-07-2023 19:44,282.3 secs,,0,0,1,0,0,0,98,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2208,-97.770876,30.506208,,100,100,0,,100,13-07-2023 19:44,282.3 secs,,0,0,1,0,0,0,98,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.770876,30.506208,61777,2111.83663,22,80046.85135
157,158,1,158,2209,-97.770876,30.510704,,100,100,0,,98,13-07-2023 19:48,255.0 secs,,0,0,7,0,25,0,0,0,0,34,14,0,0,20,,,,,,,,,,,,,,,,,,,,,2209,-97.770876,30.510704,,100,100,0,,98,13-07-2023 19:48,255.0 secs,,0,0,7,0,25,0,0,0,0,34,14,0,0,20,,,,,,,,,,,,,,,,,,,,,-97.770876,30.510704,61777,2573.935862,22,80046.85135
158,159,1,159,2210,-97.770876,30.515201,,100,100,0,,100,13-07-2023 20:11,191.0 secs,,0,0,0,0,0,0,0,0,0,0,0,0,95,5,,,,,,,,,,,,,,,,,,,,,2210,-97.770876,30.515201,,100,100,0,,100,13-07-2023 20:11,191.0 secs,,0,0,0,0,0,0,0,0,0,0,0,0,95,5,,,,,,,,,,,,,,,,,,,,,-97.770876,30.515201,61777,3047.614579,22,80046.85135
159,160,1,160,2211,-97.770876,30.519697,,100,100,0,,96,13-07-2023 20:07,337.4 secs,,0,0,2,0,1,0,0,0,0,1,56,0,28,12,,,,,,,,,,,,,,,,,,,,,2211,-97.770876,30.519697,,100,100,0,,96,13-07-2023 20:07,337.4 secs,,0,0,2,0,1,0,0,0,0,1,56,0,28,12,,,,,,,,,,,,,,,,,,,,,-97.770876,30.519697,61777,3528.044376,22,80046.85135
160,161,1,161,2212,-97.770876,30.524194,,100,100,0,,97,13-07-2023 20:02,534.8 secs,,0,0,16,0,12,0,3,0,0,0,28,2,21,18,,,,,,,,,,,,,,,,,,,,,2212,-97.770876,30.524194,,100,100,0,,97,13-07-2023 20:02,534.8 secs,,0,0,16,0,12,0,3,0,0,0,28,2,21,18,,,,,,,,,,,,,,,,,,,,,-97.770876,30.524194,61777,4012.976408,22,80046.85135
161,162,1,162,2213,-97.765658,30.501711,,100,100,0,,96,13-07-2023 21:14,3286.4 secs,,0,0,5,0,13,0,0,0,0,29,28,0,0,25,,,,,,,,,,,,,,,,,,,,,2213,-97.765658,30.501711,,100,100,0,,96,13-07-2023 21:14,3286.4 secs,,0,0,5,0,13,0,0,0,0,29,28,0,0,25,,,,,,,,,,,,,,,,,,,,,-97.765658,30.501711,61777,1979.085887,22,80046.85135
162,163,1,163,2214,-97.765658,30.506208,,100,100,0,,97,15-07-2023 17:07,216.9 secs,,0,0,23,0,1,0,0,0,0,0,24,0,35,17,,,,,,,,,,,,,,,,,,,,,2214,-97.765658,30.506208,,100,100,0,,97,15-07-2023 17:07,216.9 secs,,0,0,23,0,1,0,0,0,0,0,24,0,35,17,,,,,,,,,,,,,,,,,,,,,-97.765658,30.506208,61777,2363.359547,22,80046.85135
163,164,1,164,2215,-97.765658,30.510704,,100,100,0,,99,15-07-2023 17:09,152.7 secs,,0,0,0,0,0,0,0,0,3,0,1,0,96,0,,,,,,,,,,,,,,,,,,,,,2215,-97.765658,30.510704,,100,100,0,,99,15-07-2023 17:09,152.7 secs,,0,0,0,0,0,0,0,0,3,0,1,0,96,0,,,,,,,,,,,,,,,,,,,,,-97.765658,30.510704,117987,2730.419637,22,80046.85135
164,165,1,165,2216,-97.765658,30.515201,,100,100,0,,96,15-07-2023 17:43,337.5 secs,,0,0,11,0,12,0,0,0,0,27,28,0,0,22,,,,,,,,,,,,,,,,,,,,,2216,-97.765658,30.515201,,100,100,0,,96,15-07-2023 17:43,337.5 secs,,0,0,11,0,12,0,0,0,0,27,28,0,0,22,,,,,,,,,,,,,,,,,,,,,-97.765658,30.515201,117987,3133.195832,22,80046.85135
165,166,1,166,2217,-97.765658,30.519697,,100,100,0,,95,15-07-2023 17:24,329.3 secs,,0,0,12,0,28,0,0,0,0,27,14,0,0,19,,,,,,,,,,,,,,,,,,,,,2217,-97.765658,30.519697,,100,100,0,,95,15-07-2023 17:24,329.3 secs,,0,0,12,0,28,0,0,0,0,27,14,0,0,19,,,,,,,,,,,,,,,,,,,,,-97.765658,30.519697,117987,3560.202421,22,80046.85135
166,167,1,167,2218,-97.765658,30.524194,,100,100,0,,95,15-07-2023 17:28,220.2 secs,,0,0,11,0,23,0,0,0,0,29,21,0,0,16,,,,,,,,,,,,,,,,,,,,,2218,-97.765658,30.524194,,100,100,0,,95,15-07-2023 17:28,220.2 secs,,0,0,11,0,23,0,0,0,0,29,21,0,0,16,,,,,,,,,,,,,,,,,,,,,-97.765658,30.524194,117987,4003.853058,22,80046.85135
167,168,1,168,2219,-97.760439,30.501711,,100,100,0,,98,15-07-2023 17:18,228.5 secs,,0,0,15,0,15,0,0,0,1,22,25,0,0,22,,,,,,,,,,,,,,,,,,,,,2219,-97.760439,30.501711,,100,100,0,,98,15-07-2023 17:18,228.5 secs,,0,0,15,0,15,0,0,0,1,22,25,0,0,22,,,,,,,,,,,,,,,,,,,,,-97.760439,30.501711,117987,1658.112081,22,80046.85135
168,169,1,169,2220,-97.760439,30.506208,,100,100,0,,95,15-07-2023 17:14,312.7 secs,,0,0,20,0,19,0,0,0,0,15,30,0,1,15,,,,,,,,,,,,,,,,,,,,,2220,-97.760439,30.506208,,100,100,0,,95,15-07-2023 17:14,312.7 secs,,0,0,20,0,19,0,0,0,0,15,30,0,1,15,,,,,,,,,,,,,,,,,,,,,-97.760439,30.506208,117987,2029.053726,22,80046.85135
169,170,1,170,2221,-97.760439,30.510704,,100,100,0,,88,15-07-2023 22:18,559.8 secs,,0,0,7,0,0,0,0,0,9,0,40,0,28,16,,,,,,,,,,,,,,,,,,,,,2221,-97.760439,30.510704,,100,100,0,,88,15-07-2023 22:18,559.8 secs,,0,0,7,0,0,0,0,0,9,0,40,0,28,16,,,,,,,,,,,,,,,,,,,,,-97.760439,30.510704,117987,2445.690453,22,80046.85135
170,171,1,171,2222,-97.760439,30.515201,,100,100,0,,94,15-07-2023 22:23,308.0 secs,,0,0,12,0,22,0,0,0,0,29,12,0,0,25,,,,,,,,,,,,,,,,,,,,,2222,-97.760439,30.515201,,100,100,0,,94,15-07-2023 22:23,308.0 secs,,0,0,12,0,22,0,0,0,0,29,12,0,0,25,,,,,,,,,,,,,,,,,,,,,-97.760439,30.515201,117987,2888.458817,22,80046.85135
171,172,1,172,2223,-97.760439,30.519697,,100,100,0,,93,15-07-2023 22:09,14975.6 secs,,0,0,6,0,15,0,0,0,0,34,33,0,0,12,,,,,,,,,,,,,,,,,,,,,2223,-97.760439,30.519697,,100,100,0,,93,15-07-2023 22:09,14975.6 secs,,0,0,6,0,15,0,0,0,0,34,33,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.760439,30.519697,117987,3346.847368,22,80046.85135
172,173,1,173,2224,-97.760439,30.524194,,100,100,0,,94,15-07-2023 17:59,285.5 secs,,0,0,18,0,24,0,0,0,0,24,16,1,0,17,,,,,,,,,,,,,,,,,,,,,2224,-97.760439,30.524194,,100,100,0,,94,15-07-2023 17:59,285.5 secs,,0,0,18,0,24,0,0,0,0,24,16,1,0,17,,,,,,,,,,,,,,,,,,,,,-97.760439,30.524194,117987,3815.396855,22,80046.85135
173,174,1,174,2225,-97.75522,30.501711,,100,100,0,,92,15-07-2023 17:54,631.0 secs,,0,0,49,0,0,0,0,0,31,0,6,0,12,2,,,,,,,,,,,,,,,,,,,,,2225,-97.75522,30.501711,,100,100,0,,92,15-07-2023 17:54,631.0 secs,,0,0,49,0,0,0,0,0,31,0,6,0,12,2,,,,,,,,,,,,,,,,,,,,,-97.75522,30.501711,117987,1333.223075,22,80046.85135
174,175,1,175,2226,-97.75522,30.506208,,100,100,0,,96,15-07-2023 22:26,167.5 secs,,0,0,43,0,0,0,0,0,1,0,23,0,13,20,,,,,,,,,,,,,,,,,,,,,2226,-97.75522,30.506208,,100,100,0,,96,15-07-2023 22:26,167.5 secs,,0,0,43,0,0,0,0,0,1,0,23,0,13,20,,,,,,,,,,,,,,,,,,,,,-97.75522,30.506208,117987,1773.485784,22,80046.85135
175,176,1,176,2227,-97.75522,30.510704,,100,100,0,,95,16-07-2023 00:31,227.6 secs,,0,0,10,0,14,0,0,0,1,17,36,0,4,18,,,,,,,,,,,,,,,,,,,,,2227,-97.75522,30.510704,,100,100,0,,95,16-07-2023 00:31,227.6 secs,,0,0,10,0,14,0,0,0,1,17,36,0,4,18,,,,,,,,,,,,,,,,,,,,,-97.75522,30.510704,117987,2238.222351,22,80046.85135
176,177,1,177,2228,-97.75522,30.515201,,100,100,0,,95,16-07-2023 00:35,200.6 secs,,0,0,11,0,4,0,0,0,30,17,7,0,24,7,,,,,,,,,,,,,,,,,,,,,2228,-97.75522,30.515201,,100,100,0,,95,16-07-2023 00:35,200.6 secs,,0,0,11,0,4,0,0,0,30,17,7,0,24,7,,,,,,,,,,,,,,,,,,,,,-97.75522,30.515201,117987,2715.046327,22,80046.85135
177,178,1,178,2229,-97.75522,30.519697,,100,100,0,,97,16-07-2023 00:43,477.5 secs,,0,0,24,0,21,0,0,0,0,29,5,0,0,21,,,,,,,,,,,,,,,,,,,,,2229,-97.75522,30.519697,,100,100,0,,97,16-07-2023 00:43,477.5 secs,,0,0,24,0,21,0,0,0,0,29,5,0,0,21,,,,,,,,,,,,,,,,,,,,,-97.75522,30.519697,117987,3198.392445,22,80046.85135
178,179,1,179,2230,-97.75522,30.524194,,100,100,0,,95,16-07-2023 00:48,317.8 secs,,0,0,9,0,26,0,0,0,0,31,10,0,0,24,,,,,,,,,,,,,,,,,,,,,2230,-97.75522,30.524194,,100,100,0,,95,16-07-2023 00:48,317.8 secs,,0,0,9,0,26,0,0,0,0,31,10,0,0,24,,,,,,,,,,,,,,,,,,,,,-97.75522,30.524194,117987,3685.868258,22,80046.85135
