OBJECTID,Join_Count,TARGET_FID,plotid,center_lon,center_lat,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape,shape,shape,shape,shape,shape,shape,shape,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x,y
266,1,266,7106,-97.75453202,30.55667610,,100.00000000,100,false,,76,6/29/2022 6:16:00 PM,3928.5 secs,,0,0,32.00000000,0,0.00000000,,0,0,0,0,34.00000000,0,23,11,,,,,,,,,,0,,,,,,,,,,,7106,-97.75453202,30.55667610,,100.00000000,100,false,,76,6/29/2022 6:16:00 PM,3928.5 secs,,0,0,32.00000000,0,0.00000000,,0,0,0,0,34.00000000,0,23,11,,,,,,,,,,0,,,,,,,,,,,-97.7545320226845,30.5566761035982
267,1,267,7107,-97.74931147,30.53419309,,100.00000000,100,false,,100,6/30/2022 1:53:00 AM,27405.9 secs,,0,0,30.00000000,0,2.00000000,,0,0,1,10,37.00000000,2,0,18,,,,,,,,,,0,,,,,,,,,,,7107,-97.74931147,30.53419309,,100.00000000,100,false,,100,6/30/2022 1:53:00 AM,27405.9 secs,,0,0,30.00000000,0,2.00000000,,0,0,1,10,37.00000000,2,0,18,,,,,,,,,,0,,,,,,,,,,,-97.7493114661059,30.5341930942347
268,1,268,7108,-97.74931147,30.53868970,,100.00000000,100,false,,100,6/30/2022 3:17:00 PM,48250.8 secs,,0,0,8.00000000,0,0.00000000,,0,0,0,2,71.00000000,0,0,19,,,,,,,,,,0,,,,,,,,,,,7108,-97.74931147,30.53868970,,100.00000000,100,false,,100,6/30/2022 3:17:00 PM,48250.8 secs,,0,0,8.00000000,0,0.00000000,,0,0,0,2,71.00000000,0,0,19,,,,,,,,,,0,,,,,,,,,,,-97.7493114661059,30.5386896963322
269,1,269,7109,-97.74931147,30.54318630,,100.00000000,100,false,,100,6/30/2022 3:23:00 PM,326.0 secs,,0,0,46.00000000,0,0.00000000,,0,0,27,0,18.00000000,0,0,9,,,,,,,,,,0,,,,,,,,,,,7109,-97.74931147,30.54318630,,100.00000000,100,false,,100,6/30/2022 3:23:00 PM,326.0 secs,,0,0,46.00000000,0,0.00000000,,0,0,27,0,18.00000000,0,0,9,,,,,,,,,,0,,,,,,,,,,,-97.7493114661059,30.5431862983643
270,1,270,7110,-97.74931147,30.54768290,,100.00000000,100,false,,100,6/30/2022 3:26:00 PM,192.5 secs,,0,0,45.00000000,0,0.00000000,,0,0,0,1,32.00000000,0,0,22,,,,,,,,,,0,,,,,,,,,,,7110,-97.74931147,30.54768290,,100.00000000,100,false,,100,6/30/2022 3:26:00 PM,192.5 secs,,0,0,45.00000000,0,0.00000000,,0,0,0,1,32.00000000,0,0,22,,,,,,,,,,0,,,,,,,,,,,-97.7493114661059,30.5476829002839
271,1,271,7111,-97.74931147,30.55217950,,100.00000000,100,false,,100,6/30/2022 6:00:00 PM,9240.0 secs,,0,0,2.00000000,0,2.00000000,,0,0,0,24,55.00000000,0,0,17,,,,,,,,,,0,,,,,,,,,,,7111,-97.74931147,30.55217950,,100.00000000,100,false,,100,6/30/2022 6:00:00 PM,9240.0 secs,,0,0,2.00000000,0,2.00000000,,0,0,0,24,55.00000000,0,0,17,,,,,,,,,,0,,,,,,,,,,,-97.7493114661059,30.5521795020442
272,1,272,7112,-97.74931147,30.55667610,,100.00000000,100,false,,100,6/30/2022 6:07:00 PM,414.1 secs,,0,0,12.00000000,0,19.00000000,,0,0,0,20,33.00000000,0,0,15,,,,,,,,,,1,,,,,,,,,,,7112,-97.74931147,30.55667610,,100.00000000,100,false,,100,6/30/2022 6:07:00 PM,414.1 secs,,0,0,12.00000000,0,19.00000000,,0,0,0,20,33.00000000,0,0,15,,,,,,,,,,1,,,,,,,,,,,-97.7493114661059,30.5566761035982
273,1,273,7113,-97.74409091,30.53419309,,100.00000000,100,false,,100,6/30/2022 6:10:00 PM,173.6 secs,,0,0,14.00000000,0,12.00000000,,0,0,0,5,53.00000000,0,0,16,,,,,,,,,,0,,,,,,,,,,,7113,-97.74409091,30.53419309,,100.00000000,100,false,,100,6/30/2022 6:10:00 PM,173.6 secs,,0,0,14.00000000,0,12.00000000,,0,0,0,5,53.00000000,0,0,16,,,,,,,,,,0,,,,,,,,,,,-97.7440909095271,30.5341930942347
274,1,274,7114,-97.74409091,30.53868970,,100.00000000,100,false,,100,6/30/2022 6:13:00 PM,176.2 secs,,0,0,8.00000000,0,1.00000000,,0,0,0,4,65.00000000,0,0,22,,,,,,,,,,0,,,,,,,,,,,7114,-97.74409091,30.53868970,,100.00000000,100,false,,100,6/30/2022 6:13:00 PM,176.2 secs,,0,0,8.00000000,0,1.00000000,,0,0,0,4,65.00000000,0,0,22,,,,,,,,,,0,,,,,,,,,,,-97.7440909095271,30.5386896963322
275,1,275,7115,-97.74409091,30.54318630,,100.00000000,100,false,,100,6/30/2022 6:16:00 PM,176.8 secs,,0,0,53.00000000,0,0.00000000,,0,0,0,0,2.00000000,0,36,9,,,,,,,,,,0,,,,,,,,,,,7115,-97.74409091,30.54318630,,100.00000000,100,false,,100,6/30/2022 6:16:00 PM,176.8 secs,,0,0,53.00000000,0,0.00000000,,0,0,0,0,2.00000000,0,36,9,,,,,,,,,,0,,,,,,,,,,,-97.7440909095271,30.5431862983643
276,1,276,7116,-97.74409091,30.54768290,,100.00000000,100,false,,100,6/30/2022 6:21:00 PM,311.7 secs,,0,0,13.00000000,0,22.00000000,,0,0,0,7,46.00000000,0,0,12,,,,,,,,,,0,,,,,,,,,,,7116,-97.74409091,30.54768290,,100.00000000,100,false,,100,6/30/2022 6:21:00 PM,311.7 secs,,0,0,13.00000000,0,22.00000000,,0,0,0,7,46.00000000,0,0,12,,,,,,,,,,0,,,,,,,,,,,-97.7440909095271,30.5476829002839
277,1,277,7117,-97.74409091,30.55217950,,100.00000000,100,false,,100,6/30/2022 6:25:00 PM,258.2 secs,,0,0,8.00000000,0,15.00000000,,0,0,0,25,44.00000000,0,0,8,,,,,,,,,,0,,,,,,,,,,,7117,-97.74409091,30.55217950,,100.00000000,100,false,,100,6/30/2022 6:25:00 PM,258.2 secs,,0,0,8.00000000,0,15.00000000,,0,0,0,25,44.00000000,0,0,8,,,,,,,,,,0,,,,,,,,,,,-97.7440909095271,30.5521795020442
278,1,278,7118,-97.74409091,30.55667610,,100.00000000,100,false,,100,6/30/2022 6:29:00 PM,220.1 secs,,0,0,1.00000000,0,9.00000000,,0,0,0,25,50.00000000,0,0,14,,,,,,,,,,1,,,,,,,,,,,7118,-97.74409091,30.55667610,,100.00000000,100,false,,100,6/30/2022 6:29:00 PM,220.1 secs,,0,0,1.00000000,0,9.00000000,,0,0,0,25,50.00000000,0,0,14,,,,,,,,,,1,,,,,,,,,,,-97.7440909095271,30.5566761035982
279,1,279,7119,-97.73887035,30.53419309,,100.00000000,100,false,,100,6/30/2022 6:32:00 PM,213.1 secs,,0,0,52.00000000,0,20.00000000,,7,0,0,4,10.00000000,0,0,7,,,,,,,,,,0,,,,,,,,,,,7119,-97.73887035,30.53419309,,100.00000000,100,false,,100,6/30/2022 6:32:00 PM,213.1 secs,,0,0,52.00000000,0,20.00000000,,7,0,0,4,10.00000000,0,0,7,,,,,,,,,,0,,,,,,,,,,,-97.7388703529484,30.5341930942347
280,1,280,7120,-97.73887035,30.53868970,,100.00000000,100,false,,100,6/30/2022 6:51:00 PM,1142.7 secs,,0,0,11.00000000,0,15.00000000,,0,0,0,9,48.00000000,1,0,16,,,,,,,,,,0,,,,,,,,,,,7120,-97.73887035,30.53868970,,100.00000000,100,false,,100,6/30/2022 6:51:00 PM,1142.7 secs,,0,0,11.00000000,0,15.00000000,,0,0,0,9,48.00000000,1,0,16,,,,,,,,,,0,,,,,,,,,,,-97.7388703529484,30.5386896963322
281,1,281,7121,-97.73887035,30.54318630,,100.00000000,100,false,,100,6/30/2022 6:55:00 PM,237.6 secs,,0,0,16.00000000,0,11.00000000,,0,0,0,11,50.00000000,1,0,11,,,,,,,,,,0,,,,,,,,,,,7121,-97.73887035,30.54318630,,100.00000000,100,false,,100,6/30/2022 6:55:00 PM,237.6 secs,,0,0,16.00000000,0,11.00000000,,0,0,0,11,50.00000000,1,0,11,,,,,,,,,,0,,,,,,,,,,,-97.7388703529484,30.5431862983643
282,1,282,7122,-97.73887035,30.54768290,,100.00000000,100,false,,100,7/2/2022 4:05:00 AM,119415.2 secs,,0,0,7.00000000,0,23.00000000,,0,0,0,25,43.00000000,0,0,2,,,,,,,,,,0,,,,,,,,,,,7122,-97.73887035,30.54768290,,100.00000000,100,false,,100,7/2/2022 4:05:00 AM,119415.2 secs,,0,0,7.00000000,0,23.00000000,,0,0,0,25,43.00000000,0,0,2,,,,,,,,,,0,,,,,,,,,,,-97.7388703529484,30.5476829002839
283,1,283,7123,-97.73887035,30.55217950,,100.00000000,100,false,,100,7/2/2022 4:10:00 AM,244.9 secs,,0,0,15.00000000,0,17.00000000,,0,0,0,46,10.00000000,0,0,12,,,,,,,,,,0,,,,,,,,,,,7123,-97.73887035,30.55217950,,100.00000000,100,false,,100,7/2/2022 4:10:00 AM,244.9 secs,,0,0,15.00000000,0,17.00000000,,0,0,0,46,10.00000000,0,0,12,,,,,,,,,,0,,,,,,,,,,,-97.7388703529484,30.5521795020442
284,1,284,7124,-97.73887035,30.55667610,,100.00000000,100,false,,100,7/2/2022 4:15:00 AM,321.3 secs,,0,0,15.00000000,0,17.00000000,,0,0,0,20,42.00000000,0,0,6,,,,,,,,,,0,,,,,,,,,,,7124,-97.73887035,30.55667610,,100.00000000,100,false,,100,7/2/2022 4:15:00 AM,321.3 secs,,0,0,15.00000000,0,17.00000000,,0,0,0,20,42.00000000,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.7388703529484,30.5566761035982
285,1,285,7125,-97.73364980,30.53419309,,100.00000000,100,false,,100,7/2/2022 7:49:00 PM,56062.3 secs,,0,0,28.00000000,0,68.00000000,,0,0,0,0,0.00000000,0,2,2,,,,,,,,,,0,,,,,,,,,,,7125,-97.73364980,30.53419309,,100.00000000,100,false,,100,7/2/2022 7:49:00 PM,56062.3 secs,,0,0,28.00000000,0,68.00000000,,0,0,0,0,0.00000000,0,2,2,,,,,,,,,,0,,,,,,,,,,,-97.7336497963697,30.5341930942347
286,1,286,7126,-97.73364980,30.53868970,,100.00000000,100,false,,100,7/2/2022 7:58:00 PM,527.6 secs,,0,0,14.00000000,0,12.00000000,,0,0,0,22,36.00000000,0,0,15,,,,,,,,,,1,,,,,,,,,,,7126,-97.73364980,30.53868970,,100.00000000,100,false,,100,7/2/2022 7:58:00 PM,527.6 secs,,0,0,14.00000000,0,12.00000000,,0,0,0,22,36.00000000,0,0,15,,,,,,,,,,1,,,,,,,,,,,-97.7336497963697,30.5386896963322
287,1,287,7127,-97.73364980,30.54318630,,100.00000000,100,false,,100,7/2/2022 8:08:00 PM,623.3 secs,,0,0,16.00000000,0,8.00000000,,0,0,0,15,51.00000000,0,0,10,,,,,,,,,,0,,,,,,,,,,,7127,-97.73364980,30.54318630,,100.00000000,100,false,,100,7/2/2022 8:08:00 PM,623.3 secs,,0,0,16.00000000,0,8.00000000,,0,0,0,15,51.00000000,0,0,10,,,,,,,,,,0,,,,,,,,,,,-97.7336497963697,30.5431862983643
288,1,288,7128,-97.73364980,30.54768290,,100.00000000,100,false,,100,7/2/2022 8:25:00 PM,996.2 secs,,0,0,21.00000000,0,11.00000000,,0,0,0,31,18.00000000,0,0,18,,,,,,,,,,1,,,,,,,,,,,7128,-97.73364980,30.54768290,,100.00000000,100,false,,100,7/2/2022 8:25:00 PM,996.2 secs,,0,0,21.00000000,0,11.00000000,,0,0,0,31,18.00000000,0,0,18,,,,,,,,,,1,,,,,,,,,,,-97.7336497963697,30.5476829002839
289,1,289,7129,-97.73364980,30.55217950,,100.00000000,100,false,,81,7/2/2022 8:34:00 PM,526.2 secs,,0,0,30.00000000,0,9.00000000,,0,0,0,19,34.00000000,0,0,8,,,,,,,,,,0,,,,,,,,,,,7129,-97.73364980,30.55217950,,100.00000000,100,false,,81,7/2/2022 8:34:00 PM,526.2 secs,,0,0,30.00000000,0,9.00000000,,0,0,0,19,34.00000000,0,0,8,,,,,,,,,,0,,,,,,,,,,,-97.7336497963697,30.5521795020442
290,1,290,7130,-97.73364980,30.55667610,,100.00000000,100,false,,89,7/2/2022 8:44:00 PM,628.0 secs,,0,0,30.00000000,0,32.00000000,,0,0,0,0,20.00000000,0,12,6,,,,,,,,,,0,,,,,,,,,,,7130,-97.73364980,30.55667610,,100.00000000,100,false,,89,7/2/2022 8:44:00 PM,628.0 secs,,0,0,30.00000000,0,32.00000000,,0,0,0,0,20.00000000,0,12,6,,,,,,,,,,0,,,,,,,,,,,-97.7336497963697,30.5566761035982
291,1,291,7131,-97.72842924,30.53419309,,100.00000000,100,false,,100,7/2/2022 8:56:00 PM,683.1 secs,,0,0,2.00000000,0,17.00000000,,0,0,0,22,52.00000000,0,0,6,,,,,,,,,,1,,,,,,,,,,,7131,-97.72842924,30.53419309,,100.00000000,100,false,,100,7/2/2022 8:56:00 PM,683.1 secs,,0,0,2.00000000,0,17.00000000,,0,0,0,22,52.00000000,0,0,6,,,,,,,,,,1,,,,,,,,,,,-97.728429239791,30.5341930942347
292,1,292,7132,-97.72842924,30.53868970,,100.00000000,100,false,,100,7/2/2022 9:05:00 PM,548.4 secs,,0,0,40.00000000,0,16.00000000,,0,0,0,16,9.00000000,1,0,18,,,,,,,,,,0,,,,,,,,,,,7132,-97.72842924,30.53868970,,100.00000000,100,false,,100,7/2/2022 9:05:00 PM,548.4 secs,,0,0,40.00000000,0,16.00000000,,0,0,0,16,9.00000000,1,0,18,,,,,,,,,,0,,,,,,,,,,,-97.728429239791,30.5386896963322
293,1,293,7133,-97.72842924,30.54318630,,100.00000000,100,false,,100,7/2/2022 9:07:00 PM,102.6 secs,,0,0,86.00000000,0,0.00000000,,0,0,0,1,8.00000000,0,2,3,,,,,,,,,,0,,,,,,,,,,,7133,-97.72842924,30.54318630,,100.00000000,100,false,,100,7/2/2022 9:07:00 PM,102.6 secs,,0,0,86.00000000,0,0.00000000,,0,0,0,1,8.00000000,0,2,3,,,,,,,,,,0,,,,,,,,,,,-97.728429239791,30.5431862983643
294,1,294,7134,-97.72842924,30.54768290,,100.00000000,100,false,,100,7/2/2022 9:14:00 PM,440.7 secs,,0,0,33.00000000,0,19.00000000,,0,0,0,8,34.00000000,0,0,6,,,,,,,,,,0,,,,,,,,,,,7134,-97.72842924,30.54768290,,100.00000000,100,false,,100,7/2/2022 9:14:00 PM,440.7 secs,,0,0,33.00000000,0,19.00000000,,0,0,0,8,34.00000000,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.728429239791,30.5476829002839
295,1,295,7135,-97.72842924,30.55217950,,100.00000000,100,false,,100,7/2/2022 9:24:00 PM,588.4 secs,,0,0,18.00000000,0,0.00000000,,0,0,0,0,73.00000000,0,0,9,,,,,,,,,,0,,,,,,,,,,,7135,-97.72842924,30.55217950,,100.00000000,100,false,,100,7/2/2022 9:24:00 PM,588.4 secs,,0,0,18.00000000,0,0.00000000,,0,0,0,0,73.00000000,0,0,9,,,,,,,,,,0,,,,,,,,,,,-97.728429239791,30.5521795020442
296,1,296,7136,-97.72842924,30.55667610,,100.00000000,100,false,,100,7/2/2022 9:28:00 PM,232.2 secs,,0,0,56.00000000,0,0.00000000,,0,0,2,0,36.00000000,0,2,4,,,,,,,,,,0,,,,,,,,,,,7136,-97.72842924,30.55667610,,100.00000000,100,false,,100,7/2/2022 9:28:00 PM,232.2 secs,,0,0,56.00000000,0,0.00000000,,0,0,2,0,36.00000000,0,2,4,,,,,,,,,,0,,,,,,,,,,,-97.728429239791,30.5566761035982
297,1,297,7400,-97.72093445,30.53633466,,100.00000000,100,false,,100,6/23/2022 12:39:00 AM,18214.5 secs,,0,0,25.00000000,0,22.00000000,,0,4,1,34,6.00000000,2,0,6,,,,,,,,,,0,,,,,,,,,,,7400,-97.72093445,30.53633466,,100.00000000,100,false,,100,6/23/2022 12:39:00 AM,18214.5 secs,,0,0,25.00000000,0,22.00000000,,0,4,1,34,6.00000000,2,0,6,,,,,,,,,,0,,,,,,,,,,,-97.7209344507468,30.5363346627392
298,1,298,7401,-97.73398462,30.52509316,,100.00000000,100,false,,94,7/5/2022 2:52:00 PM,147.6 secs,,0,0,39.00000000,0,4.00000000,,0,0,0,0,57.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7401,-97.73398462,30.52509316,,100.00000000,100,false,,94,7/5/2022 2:52:00 PM,147.6 secs,,0,0,39.00000000,0,4.00000000,,0,0,0,0,57.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7339846200357,30.5250931585756
299,1,299,7402,-97.73398462,30.52958976,,100.00000000,100,false,,89,7/5/2022 2:54:00 PM,175.0 secs,,0,0,18.00000000,0,6.00000000,,0,0,3,2,70.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,7402,-97.73398462,30.52958976,,100.00000000,100,false,,89,7/5/2022 2:54:00 PM,175.0 secs,,0,0,18.00000000,0,6.00000000,,0,0,3,2,70.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.7339846200357,30.529589760186
300,1,300,7403,-97.73398462,30.53408636,,100.00000000,100,false,,92,7/5/2022 2:58:00 PM,215.9 secs,,0,0,45.00000000,0,46.00000000,,0,0,0,9,0.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7403,-97.73398462,30.53408636,,100.00000000,100,false,,92,7/5/2022 2:58:00 PM,215.9 secs,,0,0,45.00000000,0,46.00000000,,0,0,0,9,0.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7339846200357,30.534086361826
301,1,301,7404,-97.73398462,30.53858296,,100.00000000,100,false,,88,7/5/2022 3:03:00 PM,276.5 secs,,0,0,40.00000000,0,17.00000000,,0,0,0,18,23.00000000,0,1,0,,,,,,,,,,1,,,,,,,,,,,7404,-97.73398462,30.53858296,,100.00000000,100,false,,88,7/5/2022 3:03:00 PM,276.5 secs,,0,0,40.00000000,0,17.00000000,,0,0,0,18,23.00000000,0,1,0,,,,,,,,,,1,,,,,,,,,,,-97.7339846200357,30.5385829642224
302,1,302,7405,-97.73398462,30.54307957,,100.00000000,100,false,,91,7/5/2022 3:06:00 PM,198.2 secs,,0,0,17.00000000,0,25.00000000,,0,0,0,12,45.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,7405,-97.73398462,30.54307957,,100.00000000,100,false,,91,7/5/2022 3:06:00 PM,198.2 secs,,0,0,17.00000000,0,25.00000000,,0,0,0,12,45.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.7339846200357,30.5430795657808
303,1,303,7406,-97.73398462,30.54757617,,100.00000000,100,false,,100,7/27/2022 6:36:00 PM,492.8 secs,,0,0,19.00000000,0,24.00000000,,0,2,0,29,24.00000000,0,0,0,,,,,,,,,,2,,,,,,,,,,,7406,-97.73398462,30.54757617,,100.00000000,100,false,,100,7/27/2022 6:36:00 PM,492.8 secs,,0,0,19.00000000,0,24.00000000,,0,2,0,29,24.00000000,0,0,0,,,,,,,,,,2,,,,,,,,,,,-97.7339846200357,30.547576167228
304,1,304,7407,-97.72876455,30.52509316,,100.00000000,100,false,,100,7/27/2022 6:43:00 PM,412.6 secs,,0,0,41.00000000,0,0.00000000,,0,0,4,0,55.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7407,-97.72876455,30.52509316,,100.00000000,100,false,,100,7/27/2022 6:43:00 PM,412.6 secs,,0,0,41.00000000,0,0.00000000,,0,0,4,0,55.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7287645521405,30.5250931585756
305,1,305,7408,-97.72876455,30.52958976,,100.00000000,100,false,,100,7/27/2022 6:52:00 PM,529.7 secs,,0,0,7.00000000,0,5.00000000,,0,0,3,9,76.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7408,-97.72876455,30.52958976,,100.00000000,100,false,,100,7/27/2022 6:52:00 PM,529.7 secs,,0,0,7.00000000,0,5.00000000,,0,0,3,9,76.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7287645521405,30.529589760186
306,1,306,7409,-97.72876455,30.53408636,,100.00000000,100,false,,100,7/27/2022 6:57:00 PM,330.3 secs,,0,0,11.00000000,0,13.00000000,,0,0,0,28,47.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,7409,-97.72876455,30.53408636,,100.00000000,100,false,,100,7/27/2022 6:57:00 PM,330.3 secs,,0,0,11.00000000,0,13.00000000,,0,0,0,28,47.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.7287645521405,30.534086361826
307,1,307,7410,-97.72876455,30.53858296,,100.00000000,100,false,,100,7/27/2022 7:01:00 PM,247.5 secs,,0,0,78.00000000,0,4.00000000,,0,1,6,7,3.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,7410,-97.72876455,30.53858296,,100.00000000,100,false,,100,7/27/2022 7:01:00 PM,247.5 secs,,0,0,78.00000000,0,4.00000000,,0,1,6,7,3.00000000,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.7287645521405,30.5385829642224
308,1,308,7411,-97.72876455,30.54307957,,100.00000000,100,false,,100,7/27/2022 7:09:00 PM,444.3 secs,,0,0,79.00000000,0,0.00000000,,0,0,9,0,12.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7411,-97.72876455,30.54307957,,100.00000000,100,false,,100,7/27/2022 7:09:00 PM,444.3 secs,,0,0,79.00000000,0,0.00000000,,0,0,9,0,12.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7287645521405,30.5430795657808
309,1,309,7412,-97.72876455,30.54757617,,100.00000000,100,false,,95,7/27/2022 7:15:00 PM,405.9 secs,,0,0,43.00000000,0,23.00000000,,0,0,3,23,6.00000000,2,0,0,,,,,,,,,,0,,,,,,,,,,,7412,-97.72876455,30.54757617,,100.00000000,100,false,,95,7/27/2022 7:15:00 PM,405.9 secs,,0,0,43.00000000,0,23.00000000,,0,0,3,23,6.00000000,2,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7287645521405,30.547576167228
310,1,310,7413,-97.72354448,30.52509316,,100.00000000,100,false,,100,7/27/2022 7:18:00 PM,165.2 secs,,0,0,3.00000000,0,11.00000000,,0,0,0,17,69.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7413,-97.72354448,30.52509316,,100.00000000,100,false,,100,7/27/2022 7:18:00 PM,165.2 secs,,0,0,3.00000000,0,11.00000000,,0,0,0,17,69.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7235444842453,30.5250931585756
311,1,311,7414,-97.72354448,30.52958976,,100.00000000,100,false,,100,7/27/2022 7:25:00 PM,382.0 secs,,0,0,50.00000000,0,0.00000000,,0,0,17,0,31.00000000,0,2,0,,,,,,,,,,0,,,,,,,,,,,7414,-97.72354448,30.52958976,,100.00000000,100,false,,100,7/27/2022 7:25:00 PM,382.0 secs,,0,0,50.00000000,0,0.00000000,,0,0,17,0,31.00000000,0,2,0,,,,,,,,,,0,,,,,,,,,,,-97.7235444842453,30.529589760186
312,1,312,7415,-97.72354448,30.53408636,,100.00000000,100,false,,100,7/27/2022 7:30:00 PM,349.7 secs,,0,0,38.00000000,0,28.00000000,,0,0,2,20,12.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7415,-97.72354448,30.53408636,,100.00000000,100,false,,100,7/27/2022 7:30:00 PM,349.7 secs,,0,0,38.00000000,0,28.00000000,,0,0,2,20,12.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7235444842453,30.534086361826
313,1,313,7416,-97.72354448,30.53858296,,100.00000000,100,false,,100,7/27/2022 7:37:00 PM,414.8 secs,,0,0,29.00000000,0,35.00000000,,0,0,0,21,15.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7416,-97.72354448,30.53858296,,100.00000000,100,false,,100,7/27/2022 7:37:00 PM,414.8 secs,,0,0,29.00000000,0,35.00000000,,0,0,0,21,15.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7235444842453,30.5385829642224
314,1,314,7417,-97.72354448,30.54307957,,100.00000000,100,false,,100,7/27/2022 7:43:00 PM,324.7 secs,,0,0,71.00000000,0,0.00000000,,0,0,0,0,27.00000000,0,2,0,,,,,,,,,,0,,,,,,,,,,,7417,-97.72354448,30.54307957,,100.00000000,100,false,,100,7/27/2022 7:43:00 PM,324.7 secs,,0,0,71.00000000,0,0.00000000,,0,0,0,0,27.00000000,0,2,0,,,,,,,,,,0,,,,,,,,,,,-97.7235444842453,30.5430795657808
315,1,315,7418,-97.72354448,30.54757617,,100.00000000,100,false,,100,7/27/2022 7:46:00 PM,213.7 secs,,0,0,49.00000000,0,0.00000000,,0,0,0,0,51.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7418,-97.72354448,30.54757617,,100.00000000,100,false,,100,7/27/2022 7:46:00 PM,213.7 secs,,0,0,49.00000000,0,0.00000000,,0,0,0,0,51.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7235444842453,30.547576167228
316,1,316,7419,-97.71832442,30.52509316,,100.00000000,100,false,,98,7/27/2022 7:49:00 PM,173.9 secs,,0,0,0.00000000,0,0.00000000,,0,0,11,0,89.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,7419,-97.71832442,30.52509316,,100.00000000,100,false,,98,7/27/2022 7:49:00 PM,173.9 secs,,0,0,0.00000000,0,0.00000000,,0,0,11,0,89.00000000,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.7183244163501,30.5250931585756
